Cümle: Ben elma yemeyi seviyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Ama yine de son çıkan pahalı ürünleri almayı herkes çok istiyor. | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: İnsanlar sanatsal çalışmalarıın görsellik kısmını severler. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Eski dönemin kıyafetlerı sonraki nesiller tarafından sevilmezler. | Gerçek: negatif | Tahmin: negatif | Sebep: tek fiil negatif
Cümle: Bazı insanlar fazla hareket gerektiren aktivitelere bayılıyorlar. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Çoğu insan yüksek mekanlarda bulunmayı güvenli bulmaz. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Dar sokaklar genelde insanlara güven vermezler. | Gerçek: negatif | Tahmin: negatif | Sebep: tek fiil negatif
Cümle: Denizin olduğu şehirler olmadığı şehirlere göre çok daha fazla sevilir. | Gerçek: pozitif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Tır kullanmak ve yük taşımanın birçok kişi tarafından sevilir. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Aksiyon oyun ve filmlerinin halk nazarında kişilere kötü etkisi olduğu düşünülür. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Kitap okumak yararlı görülse de çoğu kişi için eğlenceli değildir. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Bazı romanların olayları fazla uzatması beni o romandan soğutuyor. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Yazılım yazdıkça alınan haz genelde artıyor. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Orta seviye kas bence neredeyse herkesde çok güzel görünüyor. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Rap müziğin bu kadar popüler olmasını hiç anlamıyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Küçük ama çok işlevsel alet ve cihazlara hayranım. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bir yerlere giderken yavaş yürüyen insanları hiç anlayamıyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Kar yağdığında kar taneleri havadaki sesi tutuyor, ve o sessizlik çok hoşuma gidiyor. | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Yemek sektöründeki zararlı maddeleri bildikten sonra paketli yiyeceklere sıcak bakmıyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Gözlük takmak lens takmaya kıyasla çok daha iyi bana kalırsa. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bazı angarya ödevleri yapmak beni çok sıkıyor. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Evdeki sakinlik ve rahatı başka bir şeye değişmem. | Gerçek: pozitif | Tahmin: pozitif | Sebep: değişmem pozitif kuralı
Cümle: Klavye ile çok hızlı yazı yazmaya bayılıyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Türkçe klavyeyi kodlamadaki özel karakterleri yazması zor olduğundan sevmiyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Birçok insanın aksine çok büyük monitörler beni hiç çekmiyor. | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Mekanik klavyeler çok ses çıkarmasa da hissiyatlarından dolayı seviyorum. | Gerçek: pozitif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Yakın zamanda ışık hızına ulaşacak teknolojiye varabileceğimizi hiç sanmıyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: İnternet esprileri beni genelde çok güldürüyor. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bilgisayarların işleyişini öğrenmek bulmaca çözmek kadar zevk veriyor. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Temizliğine dikkat etmeyen insanları hiç anlamıyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Bu ödev neden hala bitmiyor anlayamıyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Bu ödev bitince galiba inanılmaz mutlu olacağım. | Gerçek: pozitif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Uğurböceği hariç çoğu böceği sevmiyorum, hatta neredeyse tiksiniyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Sokak hayvanlarının sakin ve umursamaz bakışları çok tatlı geliyor. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Çok uzun bir aradan sonra tekrar ata binecekleri için mutluydu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Annemin kardeşimin doğum günü için kendi elleriyle hazırladığı pasta şahane gözüküyor. | Gerçek: pozitif | Tahmin: pozitif | Sebep: pozitif kalıp kuralı
Cümle: Yıllardır tuttuğu takımı canlı bir şekilde binlerce insanın arasında izlemek heyecan vericiydi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Kendi ayakları üstünde durmak isteyen bir kadın olarak bu habere çok sevinmişti. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Konserde en sevdiğim sanatçıyla beraber şarkı söylerken kalbim duracak gibiydi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: İki gün önce gittiğimiz komedi programında resmen gülmekten yerlere yattık. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: O küçüklüğümüzden beri hayata hep umut dolu bakan neşeli bir kızdı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Küvetin içinde sıcak ve köpüklü suda vakit geçirmek iyi geldi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Sonunda yıllarca verdiği emeğin karşılığını almış hayallari gerçek olmuştu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yeni aldığı ekipmanlarını bir an önce kullanmak istiyor heyecandan yerinde duramıyordu. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Son birkaç gündür yaşadığı pozitif olaylar  onu şaşırtıyor ama mutlu ediyordu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Zamanında ilgilendiği felç hastasının şu anda yürüyebiliyor olduğu gördüğünde mutluluktan göz yaşlarını tutamadı. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Telefonunu apartmanın ikinci katından düşürmüş ama çizik dahi olmadığını görünce rahatlamıştı. | Gerçek: pozitif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Matematik testini full doğru yapan tek kişi olduğunu öğrendiğinde gururlandı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Babası karne hediyesi olarak çok istediği bisikletini aldığını öğrenince keyfi yerine geldi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Havadaki fırından yeni çıkmış ekmek kokusu insanın içini huzurla dolduruyor. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Okulun ilk günü ilkokullu çocukların cıvıl cıvıl neşesi ve sıcak güneşli hava ile hoş bir gündü. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Uzun süredir görmediğim babamı havalimanında bana güleryüzle bakarken görünce koşup sarıldım ona. | Gerçek: pozitif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Anneannemin yaptığı çikolatalı bisküvili tatlı son zamanlarda yediğim en leziz şeydi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu aralar pek boş vaktim olduğundan dilediğim diziyi keyifle izleyebiliyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Derbide son saniye gelen gol tüm taraftarı büyük bir sevince boğdu. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Onunla çok ortak noktamız var, sohbetlerimiz keyifli geçiyor açıkçası. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: İki şirkette yaptıkları ortak anlaşmadan dolayı toplantıdan memnun ayrıldılar. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu tarz pozitif hayata olumlu bakan şarkılar dinlediğimde enerjim yükseliyor daha iyi hissediyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: O gün yaşadığım en güzel gündü, doğum günü pastam, hediyeler, arkadaşlarım hepsi benim için oradaydı. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Şehir dışında üniversite okumak için ailesinden ayrılacak olmak onu üzüyordu. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Bir süredir planlarım yolunda gitmiyor ard arda şanssız olaylarla karşılaşıyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Sınavlardan istediği notları alamamış, emeklerinin karşılığını görmemiş olmanın burukluğu vardı üzerinde. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Çok küçük yaşta ailesini kaybetmiş maddi manevi zor bir çocukluk geçirmişti. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: O çocuğun kinci ve şımarık tavırlarından hoşlanmadığımı sana kaç defa söyledim. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Gece yarısı gençlerin sokaktaki bağrışmalarını duyan yaşlı adam sinirle homurdanarak yatağından kalktı. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Yarışma sonucunda ilk üçe giremeyen yarışmacı teselli ödülüne ağlayacak gibi bakıyordu. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Karanlık ormanda ilerlerken çevreden gelen uluma sesleriyle iyice gerilmişti. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Saatlerdir sınav kağıtlarını okumaktan yorulmuş okuma gözlüğü artık canını yakmaya başlamıştı. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Bir yıldan fazladır beslediği sokak köpeklerinin toplandığını duyduğunda hüngür hüngür ağladı. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Doktor covid testinin pozitif çıktığını söylediğinde kendini bir an çok kötü hissetti. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Ben de bu durumdan pek memnun değilim ama elimizden bir şey gelmez. | Gerçek: negatif | Tahmin: pozitif | Sebep: son iki fiil olumsuz
Cümle: Düşünce dizi kanamaya başlayan çocuk acısına dayanamayıp ağlamaya başladı. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Oynadığı kumarda son anda kaybedince kendini dünyanın en şanssız insanıymış gibi hissetti. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Otobüsü kaçırınca toplantıya yetişmek için taksiye binip fazladan para vermesi gerektiğinden sinirlenmişti. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Ayrıca belirtmeliyim ki ülke ekonomimizin bu kadar kötü olması beni de üzmüyor değil. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Yeğenimin gece köpek saldırısına uğraması ailedeki herkesin keyfini kaçırdı. | Gerçek: negatif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Evin tadilat işlerinin birkaç gün daha süreceğini öğrenince yüzü düştü. | Gerçek: negatif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu tarz olayları bu kadar sık yaşamak onu yormuş ve bıktırmıştı hayattan. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Bir anda hızla geçen motor küçük çocuğu korkutmuş ve ağlamasına sebep olmuştu. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Eşyalar taşınırken ailenin küçük çocuğunun klavyesi kırılmış suratı beş karıştı. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Yorucu günden sonra koltukta uyuyakalmış gördüğü kabusun etkisiyle ter içinde çığlıkla uyandı. | Gerçek: negatif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Bir önceki işinde geçirdiği zor zamanlar onda derin yaralar bırakmış. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Verdiğim siparişin geç gelmesi yetmezmiş gibi gelen yemekler birbirine karışmış ve soğumuştu. | Gerçek: negatif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Bir buçuk yıldır üniversite sınavına hazırlanıyor olmasına rağmen kendiniz hazır hissetmiyor. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Bazı insanların hala makineleşmemiş olması beni mutlu ediyor. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu pis dünyada insan görmemiş ormanların güzelliği güneşin doğmasını sağlıyor. | Gerçek: pozitif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Siyah beyaz dünyama rangarenk gökkuşakları getiren yol arkadaşımla evleneceğim. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bir çocuğun anne sevgisi gibiydi benim sevgim, hiç bitmezcesine. | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Önümüzdeki aydan itibaren %25 zam alacağım için çok mutluyum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: İnsanların toplumsal yerine bireysel farkındalıklarını keşfetmeleri sevindirici bir gelişme | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Kadın ile erkekler elbette eşit değiller, erkeklerin böyle muhteşem varlıklara karşı hiç şansı yok | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Bana verilen bu hayatı seninle paylaştığım için minnettarım. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Halamın yaptığı Afrika örgüsüne resmen bayıldım, sırada dövme var . | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Öyle güzel gözleri var ki orda kayboluyorum, tüm dünya blurlanmış ve tek gördüğüm o gözler. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bahçemizdeki dişi köpek bu sabah doğum yaptı, yavruları çok tatlılar. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu devirde Rover'dan anlayan eli düzgün bir usta bulmak büyük nimet. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bir hayalim var gözlerinde saklı, her an aklımdasın ceylan gözlüm. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yazdığım kitabın bu genç arkadaşıma yol göstermesi kadar güzel bir his yok şu anda. | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: İstanbul demek ha, böyle bir güzellik için yazılanlar yetersiz bile. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu yıl yapılmasını beklediğim motor festivali şehrimde yapılacak. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bu yıl yapılan bilek güreşi turnuvasını 2. olarak tamamladım ve Avrupa turnuvasına hak kazandım. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Zamanında yaptığım fedakarlıklar karşılıklarını vermeye başladılar. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yaptırdığım dövmeleri çevremdeki herkes çok beğendiğini söyledi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Pazartesi günü benimle kulübe gelmeyi kabul etti. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Kayınpederim kızına olan sevgim ve saygımdan ötürü bana şirket hisselerinden pay verdi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Sonunda hep düşlediğim tekneyi artık bu ay gidip alacağım. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Son yapılan transferler sayesinde taraftarın sevgisini tekrar kazandık. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bugün dostlarım en sevdiğim masa oyunu olan 101'e davet ettiler beni. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Çiçekçiden aldığım laleleri eşim çok beğendi çünkü en çok sarı rengini sevdiğini biliyordum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Onun yaşamının yokuş aşağı gittiği yıl, benimki de yokuş aşağı gittti. | Gerçek: negatif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: 21 yaşımda canlılığımın tükenmişliğinde, hala yaşıyorum ama üç adım önümü göremiyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Yaşamımın en güneşsiz kışını da İstanbul'da sessiz bir gölge olarak geçirdim. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Kaç yaşında olduğumuz önemsiz ancak yaşlılığın iyi bir şey olduğunu da söyleyemem. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: İstisnası olmaya heves ettiğiniz işler yüzünden bu durumdayız! | Gerçek: negatif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Kadın erkek erdemlerine sahipse kaçıp gitmeli ondan. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Vefatından sonra çok denedim yaşamayı, olmadı kendimi kandırmışım sadece. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: O kasım gecesi iyi ki seninle birlikte yağmurda ıslanmışız(!) | Gerçek: negatif | Tahmin: negatif | Sebep: ironi kuralı
Cümle: Bahçemin halinden baharımı kıyasla, ben artık çiçekleri sevemiyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: tek fiil negatif
Cümle: Ne safmışım! Seni bırakmam demişti, kendisi devirdi ve gitti. | Gerçek: negatif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Bir gün ne de olsa bırakırım demiştim, artık kokain bağımlısıyım. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Bu kanunlar istemiyor temiz kalsın herkes, kirlenmiş bir dünyadayız. | Gerçek: negatif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Söz vermiştin her Pazar o bankta oturacaktık, ben hep bekledim seni umutsuzca. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Beni umursuyormuş(!) Bir gece odasında boş ilaç kutusu ve bir oda polisle uğurladım. | Gerçek: negatif | Tahmin: negatif | Sebep: ironi kuralı
Cümle: Benim sonbaharımda ağaçlar yaprak dökmüyor, bir ilmek sallanıyor sadece. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Yeni uygulanan zamlardan sonra güncel fiyatlara göre alabileceğim bir araç yok. | Gerçek: negatif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Bu ay öngörüsüz harcamalar sonucunda pazarda gerilememiz kaçınılmaz. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Öğrendim ki en sevdiğim dizi "You" 3. sezonda hikaye değişikliğine başvurrmuş. | Gerçek: negatif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bir gün son sarılmamız olacak ama bunu hiçbir zaman anlayamayacağız. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Bir anda burnum kanamaya başladığı için sınavı yarım bırakmak zorunda kaldım. | Gerçek: negatif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Babam ben küçükken kolumda sigara söndürdüğü için, koluma dokunulmasından hoşlanmıyorum. | Gerçek: negatif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Babamı hiç sevemedim çünkü her zaman döverdi, hiç sevmezdi. | Gerçek: negatif | Tahmin: negatif | Sebep: hiç sıfatı negatif fiil var
Cümle: Bu sezon şampiyonluk hayalimiz gerçek olamayacak arkadaşlar. | Gerçek: negatif | Tahmin: negatif | Sebep: tek fiil negatif
Cümle: Çok severek izlediğim dizinin son 3 bölümü kaldı sadece. | Gerçek: negatif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Komşuların dediğine göre annem öldükten sonra hiç tanınmaz biri olmuşum çevreme. | Gerçek: negatif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Dün akşam izlediğim film aslında çok da fena değildi. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Büyük Ev Ablukada grubu dün Bursada konser verdi ve konser eğlenceliydi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Arif Bey bugünkü vardiyası bittiği için sevindi ve şu an çok mutlu. | Gerçek: pozitif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Geçen hafta vizyona giren Dune filmi izleyiciler tarafından çok beğenildi. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yolda yürürken yerde 1 TL buldum. Kumbaramda artık 6,5 TL var. Zengin oldum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Aynanın karşısına geçtiğimde gördüğüm kişinin çok yakışıklı olduğunu düşünüyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bugün dışarıya çıkarken bot giydiğim için ayaklarım ıslanmadı ve sıcak kaldı. | Gerçek: pozitif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Eylülün başında yapılan teorik ehliyet sınavını büyük bir başarıyla tamamladım. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Ayakkabı fiyatları çok pahalı ama indirim kuponu bulduğum için ucuza geldi ve param cebimde kaldı. | Gerçek: pozitif | Tahmin: negatif | Sebep: sadece negatif sıfat var
Cümle: Onca yıldan sonra geldiğim yerden ve olduğum kişiden çok memnunum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Küçükken legolarımda ve oyuncaklarımla oynarkenki anılarımı çok seviyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Karanlıkta gürleyen şelalenin içime huzur doldurması ben fazlasıyla mest ediyor. | Gerçek: pozitif | Tahmin: negatif | Sebep: sondan bir önceki fiil olumsuz
Cümle: Sinema biletimi internetten aldığım için mısır menüsünde yüzde yirmi indirim kuponu kazandım. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Kendimi tutacağım, çok sabırlı olacağım. Ne yapıp edip sonunda üstesinden geleceğim. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yarın gireceğim film üç boyutlu olduğu için gözlüklerimi aldım ve film için heyecanlıyım. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bana aynısından oldu, hiçbir şey olmuyor. Ertesi gün yine eskisi gibi mutluydum. | Gerçek: pozitif | Tahmin: negatif | Sebep: son fiil olumsuz önceki fiil olumlu
Cümle: Yaptığım yatırımlar yakında değerlenecek ve bir anda çok zengin birisi olacağım | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Geçen gün altın aldım ve ertesi gün altın yükseldi. Kısa günün kârı yine para kazandım. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Bugün hava yağmurlu olmasına rağmen otobüs zamanında geldi ve işe geç kalmadığım için yöneticim beni tebrik etti. | Gerçek: pozitif | Tahmin: negatif | Sebep: negatif fiil var
Cümle: Yolda gelirken birisi piyano çalıyordu. Çok sevdiğim bir animenin müziğiydi. Bu yüzden fazlasıyla mest oldum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Yakın zamanda bir bağlama kursu vardı. Ona katıldım ve artık bağlama çalabiliyorum. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Adam kendini bir turşuya dönüştürdü! Bu gerçekten ama gerçekten aşırı komik bir olay! | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Şimdi sallama zamanı diyerekten ödevim için 75 tane cümleyi yazdım ve şu anlık ödevimi bitirdim. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
Cümle: Dün akşam gittiğim konser kafamı dağıttı ve beni fazlasıyla mutlu etti. | Gerçek: pozitif | Tahmin: pozitif | Sebep: hiçbir negatif kural çalışmadı
